"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position";"Position Group";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Ismaïla Sarr";"I. Sarr";"11274";"1998-02-25";"Crystal Palace";"60";"ENG - Premier League";"1";"2025/2026";"129";"AM";"Midfield";"96.05";"10";"0";"11633.1";"121.12";"1958.8";"837.4";"76.1";"317.5";"15.9";"1154.9";"92.0";"30.61";"31.46";"119.2";"8.2";"102.4";"17.6";"6.1";"0.64";"0.64";"2.6";"1.25";"1.44";"50.3";"1.97";"2.82";"10900.73";"121.12";"1835.48";"784.68";"71.31";"297.51";"14.9";"1082.19";"86.21";"111.7";"7.68";"95.95";"16.49";"5.72";"2.44";"47.13"
"Weston  McKennie";"W. McKennie";"11284";"1998-08-28";"Juventus";"139";"ITA - Serie A";"5";"2025/2026";"129";"RWB";"Full Back";"92.54";"8";"0";"11733.5";"126.79";"2046.0";"843.88";"68.62";"221.88";"13.75";"1065.75";"82.38";"28.44";"29.2";"123.0";"6.25";"111.12";"15.0";"4.38";"0.83";"0.86";"1.25";"1.55";"null";"48.88";"1.9";"2.76";"11411.24";"126.79";"1989.81";"820.7";"66.74";"215.78";"13.37";"1036.48";"80.11";"119.62";"6.08";"108.07";"14.59";"4.25";"1.22";"47.53"
"Thilo Kehrer";"T. Kehrer";"11286";"1996-09-21";"AS Monaco";"75";"FRA - Ligue 1";"3";"2025/2026";"129";"RCB";"Central Defender";"98.82";"9";"0";"9948.56";"100.67";"1265.89";"427.78";"42.44";"144.67";"7.56";"572.44";"50.0";"28.54";"29.58";"106.89";"5.67";"84.0";"14.78";"3.33";"0.74";"0.74";"1.33";"1.69";"1.73";"30.89";"2.06";"2.98";"9060.41";"100.67";"1152.88";"389.59";"38.66";"131.75";"6.88";"521.34";"45.54";"97.35";"5.16";"76.5";"13.46";"3.04";"1.21";"28.13"
"Giovanni Pablo Simeone";"G. Simeone";"11289";"1995-07-05";"Torino";"146";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"75.99";"13";"0";"8566.0";"112.73";"1244.85";"469.38";"44.92";"162.77";"8.15";"632.15";"53.08";"28.82";"30.32";"88.92";"7.46";"76.0";"14.38";"5.38";"0.7";"0.77";"1.77";"1.33";"1.54";"31.62";"1.98";"2.76";"10145.83";"112.73";"1474.43";"555.95";"53.21";"192.79";"9.66";"748.74";"62.87";"105.32";"8.84";"90.02";"17.04";"6.38";"2.1";"37.45"
"Duje Ćaleta-Car";"D. Ćaleta-Car";"11296";"1996-09-17";"Real Sociedad";"282";"ESP - LaLiga";"4";"2025/2026";"129";"LCB";"Central Defender";"96.79";"12";"0";"9864.5";"101.92";"1194.83";"363.67";"36.92";"134.42";"6.75";"498.08";"43.67";"29.73";"30.96";"117.75";"5.17";"92.17";"13.58";"3.5";"0.7";"0.77";"1.17";"1.36";"1.52";"23.92";"1.99";"2.8";"9172.72";"101.92";"1111.04";"338.16";"34.33";"124.99";"6.28";"463.15";"40.6";"109.49";"4.8";"85.7";"12.63";"3.25";"1.08";"22.24"
"Boubacar Kamara";"B. Kamara";"11304";"1999-11-23";"Aston Villa";"39";"ENG - Premier League";"1";"2025/2026";"129";"RDM";"Midfield";"95.79";"9";"0";"11221.33";"117.14";"1991.22";"653.0";"57.22";"161.22";"7.67";"814.22";"64.89";"28.32";"29.06";"121.44";"4.0";"102.22";"18.11";"2.44";"0.79";"0.8";"0.78";"1.58";"null";"40.56";"2.07";"2.59";"10542.57";"117.14";"1870.78";"613.5";"53.76";"151.47";"7.2";"764.97";"60.96";"114.1";"3.76";"96.04";"17.02";"2.3";"0.73";"38.1"
"Alex Gogić ";"A. Gogić";"11307";"1994-04-13";"St. Mirren";"249";"SCO - Premiership";"18";"2025/2026";"129";"CB";"Central Defender";"96.68";"12";"0";"10582.92";"109.46";"1307.92";"460.5";"44.17";"144.33";"8.42";"604.83";"52.58";"28.69";"29.54";"103.33";"5.0";"81.75";"10.92";"3.5";"0.69";"0.8";"0.92";"1.84";"null";"26.17";"2.03";"3.09";"9851.64";"109.46";"1217.54";"428.68";"41.11";"134.36";"7.84";"563.04";"48.95";"96.19";"4.65";"76.1";"10.16";"3.26";"0.85";"24.36"
"James  Tavernier";"J. Tavernier";"11312";"1991-10-31";"Rangers";"241";"SCO - Premiership";"18";"2025/2026";"129";"RB";"Full Back";"94.35";"15";"0";"10441.07";"110.66";"1528.33";"602.6";"54.73";"191.2";"10.4";"793.8";"65.13";"28.34";"29.7";"114.6";"7.47";"97.87";"16.0";"5.33";"0.54";"0.74";"1.8";"1.45";"null";"29.33";"2.14";"2.87";"9959.45";"110.66";"1457.84";"574.8";"52.21";"182.38";"9.92";"757.18";"62.13";"109.31";"7.12";"93.35";"15.26";"5.09";"1.72";"27.98"
"Ross McCrorie";"R. McCrorie";"11314";"1998-03-18";"Bristol City";"753";"ENG - Championship";"31";"2025/2026";"129";"RWB";"Full Back";"89.42";"12";"0";"10778.17";"120.53";"1772.25";"729.83";"67.58";"281.08";"14.25";"1010.92";"81.83";"30.26";"31.2";"117.67";"6.5";"96.58";"17.5";"4.42";"0.64";"0.71";"1.67";"1.24";"1.24";"44.75";"1.87";"2.46";"10847.81";"120.53";"1783.7";"734.55";"68.02";"282.9";"14.34";"1017.45";"82.36";"118.43";"6.54";"97.21";"17.61";"4.45";"1.68";"45.04"
"Declan John";"D. John";"11315";"1995-06-30";"St. Mirren";"249";"SCO - Premiership";"18";"2025/2026";"129";"LWB";"Full Back";"93.13";"20";"0";"10880.15";"116.83";"1703.3";"701.8";"59.2";"218.9";"11.7";"920.7";"70.9";"29.01";"30.4";"118.6";"8.15";"100.5";"18.4";"6.3";"0.56";"0.66";"2.3";"1.14";"1.22";"31.05";"1.91";"2.65";"10514.48";"116.83";"1646.05";"678.21";"57.21";"211.54";"11.31";"889.76";"68.52";"114.61";"7.88";"97.12";"17.78";"6.09";"2.22";"30.01"
"Philipp Lienhart";"P. Lienhart";"11350";"1996-07-11";"SC Freiburg";"118";"GER - Bundesliga";"6";"2025/2026";"129";"LCB";"Central Defender";"96.64";"9";"0";"10717.22";"110.89";"1417.78";"415.22";"38.0";"113.56";"6.67";"528.78";"44.67";"28.14";"29.0";"112.67";"4.33";"88.22";"13.89";"3.0";"0.72";"0.74";"0.33";"null";"null";"31.22";"2.18";"2.74";"9980.4";"110.89";"1320.3";"386.68";"35.39";"105.75";"6.21";"492.42";"41.6";"104.92";"4.04";"82.16";"12.93";"2.79";"0.31";"29.08"
"Christian Günter";"C. Günter";"11354";"1993-02-28";"SC Freiburg";"118";"GER - Bundesliga";"6";"2025/2026";"129";"LB";"Full Back";"90.47";"8";"0";"10241.38";"113.2";"1346.25";"536.62";"52.5";"218.75";"10.75";"755.38";"63.25";"30.18";"31.14";"109.88";"5.38";"90.5";"18.38";"4.38";"0.69";"0.69";"1.62";"1.45";"1.46";"33.75";"2.27";"2.89";"10188.08";"113.2";"1339.24";"533.83";"52.23";"217.61";"10.69";"751.44";"62.92";"109.3";"5.35";"90.03";"18.28";"4.35";"1.62";"33.57"
"Ruben Aguilar";"R. Aguilar";"11433";"1993-04-26";"RC Lens";"85";"FRA - Ligue 1";"3";"2025/2026";"129";"RWB";"Full Back";"87.12";"14";"0";"10766.29";"123.57";"1754.71";"965.86";"89.43";"436.57";"22.64";"1402.43";"112.07";"28.96";"29.58";"135.43";"8.57";"103.21";"28.0";"6.86";"0.65";"0.66";"2.79";"1.39";"1.5";"50.29";"1.8";"2.5";"11121.71";"123.57";"1812.64";"997.74";"92.38";"450.98";"23.39";"1448.73";"115.77";"139.9";"8.85";"106.62";"28.92";"7.08";"2.88";"51.95"
"Nordi Mukiele Mulere";"N. Mukiele";"11434";"1997-11-01";"Sunderland";"35";"ENG - Premier League";"1";"2025/2026";"129";"RB";"Full Back";"99.31";"8";"0";"10421.75";"104.95";"1376.25";"619.75";"60.25";"205.88";"11.5";"825.62";"71.75";"29.55";"30.16";"112.75";"9.12";"90.25";"23.75";"6.0";"0.68";"0.76";"1.88";"1.37";"null";"37.12";"2.05";"2.73";"9445.1";"104.95";"1247.28";"561.67";"54.6";"186.58";"10.42";"748.25";"65.03";"102.18";"8.27";"81.79";"21.52";"5.44";"1.7";"33.65"
"Nordi Mukiele Mulere";"N. Mukiele";"11434";"1997-11-01";"Sunderland";"35";"ENG - Premier League";"1";"2025/2026";"129";"RCB";"Central Defender";"100.38";"14";"0";"10423.71";"103.84";"1355.43";"522.36";"49.64";"188.86";"10.07";"711.21";"59.71";"29.73";"31.1";"116.64";"8.5";"87.79";"18.71";"6.0";"0.63";"0.7";"2.14";"1.25";"null";"31.86";"2.07";"2.63";"9345.96";"103.84";"1215.28";"468.35";"44.51";"169.33";"9.03";"637.68";"53.54";"104.58";"7.62";"78.71";"16.78";"5.38";"1.92";"28.56"
"Carlos Soler Barragán";"Carlos Soler";"11439";"1997-01-02";"Real Sociedad";"282";"ESP - LaLiga";"4";"2025/2026";"129";"LM";"Midfield";"82.43";"12";"0";"10431.42";"126.55";"1805.33";"671.5";"57.0";"166.58";"9.08";"838.08";"66.08";"27.75";"28.54";"103.83";"2.83";"87.75";"10.0";"2.17";"0.7";"0.87";"0.33";"1.6";"null";"44.5";"1.8";"2.77";"11389.31";"126.55";"1971.11";"733.16";"62.23";"181.88";"9.92";"915.04";"72.15";"113.37";"3.09";"95.81";"10.92";"2.37";"0.36";"48.59"
"Kelvin Amian Adou";"K. Amian";"11444";"1998-02-08";"FC Nantes";"66";"FRA - Ligue 1";"3";"2025/2026";"129";"RB";"Full Back";"100.35";"14";"0";"10875.86";"108.38";"1568.57";"739.86";"70.5";"290.71";"15.64";"1030.57";"86.14";"29.44";"30.62";"117.36";"7.57";"96.43";"19.07";"6.07";"0.69";"0.71";"2.29";"1.26";"1.63";"36.21";"2.0";"2.64";"9754.13";"108.38";"1406.79";"663.55";"63.23";"260.73";"14.03";"924.28";"77.26";"105.25";"6.79";"86.48";"17.1";"5.45";"2.05";"32.48"
"Mattéo Guendouzi Olié";"M. Guendouzi";"11470";"1999-04-14";"Lazio";"133";"ITA - Serie A";"5";"2025/2026";"129";"RM";"Midfield";"96.79";"16";"0";"11316.25";"116.91";"1873.0";"613.56";"54.0";"148.19";"7.56";"761.75";"61.56";"27.61";"28.74";"110.81";"4.38";"92.44";"14.0";"3.0";"0.72";"0.8";"0.69";"1.48";"1.63";"42.69";"1.89";"2.69";"10522.1";"116.91";"1741.56";"570.5";"50.21";"137.79";"7.03";"708.29";"57.24";"103.04";"4.07";"85.95";"13.02";"2.79";"0.64";"39.69"
"Pablo Carmine Maffeo Becerra";"Pablo Maffeo";"11483";"1997-07-12";"RCD Mallorca";"258";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"95.72";"15";"0";"9379.33";"97.99";"1021.47";"436.73";"45.73";"164.87";"8.67";"601.6";"54.4";"29.45";"31.12";"99.0";"6.6";"82.6";"16.4";"4.6";"0.67";"0.7";"1.47";"1.5";"1.61";"29.6";"1.93";"2.68";"8818.85";"97.99";"960.43";"410.64";"43.0";"155.01";"8.15";"565.65";"51.15";"93.08";"6.21";"77.66";"15.42";"4.33";"1.38";"27.83"
"Davis Keillor-Dunn";"D. Keillor-Dunn";"11502";"1997-11-02";"Barnsley FC";"878";"ENG - League One";"101";"2025/2026";"129";"CF";"Center Forward";"96.17";"17";"0";"11756.76";"122.26";"2166.47";"1015.24";"85.59";"233.12";"14.41";"1248.35";"100.0";"27.89";"29.3";"125.41";"11.12";"102.41";"17.76";"8.12";"0.6";"0.76";"1.88";"1.5";"1.81";"56.53";"1.9";"2.71";"11002.98";"122.26";"2027.57";"950.14";"80.1";"218.17";"13.49";"1168.31";"93.59";"117.37";"10.4";"95.85";"16.63";"7.6";"1.76";"52.91"
"Jessy Deminguet";"J. Deminguet";"11504";"1998-01-07";"FC Metz";"97";"FRA - Ligue 1";"3";"2025/2026";"129";"LM";"Midfield";"81.69";"8";"0";"10481.25";"128.31";"1919.5";"631.25";"49.12";"117.75";"6.88";"749.0";"56.0";"27.05";"27.64";"99.25";"3.12";"84.75";"11.62";"2.12";"0.7";"0.98";"0.5";"null";"null";"47.12";"1.97";"2.68";"11547.52";"128.31";"2114.77";"695.47";"54.12";"129.73";"7.57";"825.2";"61.7";"109.35";"3.44";"93.37";"12.81";"2.34";"0.55";"51.92"
"Adrien  Tamèze";"A. Tamèze";"11508";"1994-02-04";"Torino";"146";"ITA - Serie A";"5";"2025/2026";"129";"RCB";"Central Defender";"86.33";"10";"0";"9739.8";"112.82";"1417.8";"572.6";"52.5";"221.6";"10.5";"794.2";"63.0";"30.32";"31.56";"103.0";"7.1";"82.0";"12.7";"5.1";"0.64";"0.69";"1.5";"1.3";"1.47";"36.6";"1.99";"2.62";"10153.66";"112.82";"1478.04";"596.93";"54.73";"231.02";"10.95";"827.95";"65.68";"107.38";"7.4";"85.48";"13.24";"5.32";"1.56";"38.16"
"Dayot Upamecano";"D. Upamecano";"11516";"1998-10-27";"FC Bayern Munchen";"100";"GER - Bundesliga";"6";"2025/2026";"129";"RCB";"Central Defender";"96.09";"13";"0";"10945.62";"113.91";"1518.62";"508.31";"49.08";"179.23";"10.54";"687.54";"59.62";"30.01";"31.2";"108.08";"6.0";"88.69";"12.46";"4.62";"0.63";"0.71";"1.08";"1.35";"1.43";"31.62";"2.1";"2.83";"10251.52";"113.91";"1422.32";"476.07";"45.96";"167.87";"9.87";"643.94";"55.83";"101.22";"5.62";"83.07";"11.67";"4.32";"1.01";"29.61"
"Marcel Sabitzer";"M. Sabitzer";"11519";"1994-03-17";"Borussia Dortmund";"103";"GER - Bundesliga";"6";"2025/2026";"129";"RM";"Midfield";"93.91";"8";"0";"11474.12";"122.18";"2056.12";"708.62";"63.38";"169.88";"9.88";"878.5";"73.25";"28.41";"28.78";"126.25";"4.25";"112.5";"18.12";"2.88";"0.7";"0.72";"0.88";"1.33";"null";"43.25";"2.13";"2.87";"10995.86";"122.18";"1970.42";"679.09";"60.73";"162.79";"9.46";"841.88";"70.2";"120.99";"4.07";"107.81";"17.37";"2.76";"0.84";"41.45"
"Ainsley Maitland-Niles";"A. Maitland-Niles";"11534";"1997-08-29";"Olympique Lyonnais";"73";"FRA - Ligue 1";"3";"2025/2026";"129";"RB";"Full Back";"98.28";"14";"0";"10415.57";"105.97";"1443.93";"597.64";"60.07";"222.0";"12.29";"819.64";"72.36";"29.74";"30.9";"109.5";"7.5";"84.93";"19.71";"5.5";"0.63";"0.68";"2.0";"1.21";"1.4";"37.21";"1.89";"2.6";"9537.63";"105.97";"1322.22";"547.27";"55.01";"203.29";"11.25";"750.55";"66.26";"100.27";"6.87";"77.77";"18.05";"5.04";"1.83";"34.08"
"Patrick Cutrone";"P. Cutrone";"11537";"1998-01-03";"Parma";"152";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"83.79";"10";"0";"9849.0";"117.54";"1481.4";"641.5";"60.7";"166.9";"11.0";"808.4";"71.7";"27.92";"28.48";"100.0";"6.9";"78.8";"15.8";"4.8";"0.72";"0.77";"1.3";"1.44";"1.86";"61.5";"1.97";"2.68";"10578.74";"117.54";"1591.16";"689.03";"65.2";"179.27";"11.82";"868.3";"77.01";"107.41";"7.41";"84.64";"16.97";"5.16";"1.4";"66.06"
"Guillermo Alfonso Maripán Loaysa";"G. Maripán";"11549";"1994-05-06";"Torino";"146";"ITA - Serie A";"5";"2025/2026";"129";"CB";"Central Defender";"97.36";"19";"0";"9952.42";"102.22";"1160.42";"384.74";"36.0";"122.11";"6.26";"506.84";"42.26";"28.79";"30.52";"105.47";"4.79";"83.32";"10.42";"3.0";"0.73";"0.74";"1.37";"1.48";"1.48";"23.42";"1.99";"2.8";"9200.01";"102.22";"1072.69";"355.65";"33.28";"112.87";"5.79";"468.52";"39.07";"97.5";"4.43";"77.02";"9.63";"2.77";"1.26";"21.65"
"Lewis Dunk";"L. Dunk";"11553";"1991-11-21";"Brighton and Hove Albion";"308";"ENG - Premier League";"1";"2025/2026";"129";"LCB";"Central Defender";"100.63";"22";"0";"10190.77";"101.27";"1275.36";"423.73";"39.77";"167.05";"7.0";"590.77";"46.77";"29.43";"31.3";"110.82";"5.14";"87.86";"10.77";"2.86";"0.71";"0.74";"0.95";"1.43";"1.49";"22.05";"2.01";"2.86";"9114.59";"101.27";"1140.68";"378.98";"35.57";"149.4";"6.26";"528.39";"41.83";"99.12";"4.59";"78.58";"9.64";"2.56";"0.85";"19.72"
"Matthijs de Ligt";"M. de Ligt";"11559";"1999-08-12";"Manchester United";"31";"ENG - Premier League";"1";"2025/2026";"129";"CB";"Central Defender";"100.01";"9";"0";"9530.56";"95.29";"994.44";"368.22";"39.44";"145.78";"7.89";"514.0";"47.33";"30.39";"30.8";"106.33";"5.78";"81.44";"13.11";"4.22";"0.76";"0.76";"0.89";"1.37";"null";"24.11";"2.13";"2.84";"8576.23";"95.29";"894.87";"331.35";"35.49";"131.18";"7.1";"462.53";"42.59";"95.69";"5.2";"73.29";"11.8";"3.8";"0.8";"21.7"
"Justin Kluivert";"J. Kluivert";"11563";"1999-05-05";"Bournemouth";"63";"ENG - Premier League";"1";"2025/2026";"129";"AM";"Midfield";"76.77";"10";"0";"8994.0";"117.15";"1372.9";"559.9";"60.7";"259.8";"13.7";"819.7";"74.4";"30.16";"31.34";"94.2";"5.9";"76.2";"13.8";"3.8";"0.63";"0.63";"1.8";"1.16";"1.16";"40.4";"1.99";"2.68";"10543.5";"117.15";"1609.43";"656.36";"71.16";"304.56";"16.06";"960.92";"87.22";"110.43";"6.92";"89.33";"16.18";"4.45";"2.11";"47.36"
"Phil Foden";"P. Foden";"11591";"2000-05-28";"Manchester City";"40";"ENG - Premier League";"1";"2025/2026";"129";"LM";"Midfield";"95.14";"9";"0";"12506.11";"131.45";"2193.0";"838.78";"75.22";"300.33";"15.56";"1139.11";"90.78";"29.4";"30.36";"120.56";"4.67";"107.89";"13.78";"3.44";"0.66";"0.74";"1.0";"1.36";"1.55";"56.22";"1.94";"2.87";"11830.37";"131.45";"2074.51";"793.46";"71.16";"284.11";"14.72";"1077.56";"85.87";"114.04";"4.41";"102.06";"13.03";"3.26";"0.95";"53.18"
"Ben Chilwell";"B. Chilwell";"11593";"1996-12-21";"RC Strasbourg Alsace";"311";"FRA - Ligue 1";"3";"2025/2026";"129";"LB";"Full Back";"97.4";"8";"0";"10678.12";"109.64";"1551.88";"712.75";"73.12";"335.75";"16.38";"1048.5";"89.5";"30.71";"31.36";"120.0";"7.38";"100.62";"20.75";"5.88";"0.62";"0.83";"1.62";"1.43";"1.61";"42.12";"2.06";"2.6";"9867.27";"109.64";"1434.03";"658.63";"67.57";"310.25";"15.13";"968.88";"82.7";"110.89";"6.81";"92.98";"19.17";"5.43";"1.5";"38.93"
"Diego Rico Salguero";"Diego Rico";"11603";"1993-02-23";"Getafe CF";"268";"ESP - LaLiga";"4";"2025/2026";"129";"LB";"Full Back";"95.95";"9";"0";"9848.0";"102.64";"1295.0";"539.11";"58.11";"231.44";"12.56";"770.56";"70.67";"29.43";"29.98";"108.67";"8.33";"89.11";"21.22";"6.33";"0.66";"0.66";"2.22";"1.22";"1.44";"34.44";"2.11";"2.71";"9237.67";"102.64";"1214.74";"505.7";"54.51";"217.1";"11.78";"722.8";"66.29";"101.93";"7.82";"83.59";"19.91";"5.94";"2.08";"32.31"
"Marcos Llorente Moreno";"Marcos Llorente";"11608";"1995-01-30";"Atlético Madrid";"275";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"98.4";"13";"0";"10670.69";"108.44";"1234.77";"556.62";"59.23";"251.69";"13.46";"808.31";"72.69";"30.76";"32.28";"110.46";"8.69";"94.15";"21.92";"6.23";"0.6";"0.66";"3.23";"1.08";"1.35";"40.69";"1.88";"2.6";"9759.53";"108.44";"1129.33";"509.09";"54.17";"230.2";"12.31";"739.29";"66.49";"101.03";"7.95";"86.11";"20.05";"5.7";"2.95";"37.22"
"Mario Hermoso Canseco";"Mario Hermoso";"11620";"1995-06-18";"Roma";"142";"ITA - Serie A";"5";"2025/2026";"129";"LCB";"Central Defender";"92.68";"11";"0";"10006.64";"107.96";"1294.09";"505.0";"44.73";"159.0";"8.55";"664.0";"53.27";"28.59";"29.42";"105.09";"5.82";"84.27";"13.73";"4.09";"0.72";"0.72";"1.45";"1.41";"1.68";"31.45";"1.96";"2.71";"9716.77";"107.96";"1256.6";"490.37";"43.43";"154.39";"8.3";"644.77";"51.73";"102.05";"5.65";"81.83";"13.33";"3.97";"1.41";"30.54"
"Nicolas Cozza";"N. Cozza";"11624";"1999-01-08";"FC Nantes";"66";"FRA - Ligue 1";"3";"2025/2026";"129";"LB";"Full Back";"95.36";"8";"0";"10996.38";"115.31";"1727.62";"728.12";"64.12";"190.5";"11.88";"918.62";"76.0";"27.99";"28.32";"119.75";"7.88";"97.62";"21.12";"6.5";"0.72";"0.74";"1.62";"1.46";"1.71";"42.0";"1.97";"2.67";"10377.79";"115.31";"1630.44";"687.17";"60.52";"179.78";"11.21";"866.95";"71.72";"113.01";"7.43";"92.13";"19.94";"6.13";"1.53";"39.64"
"Gianluca Mancini";"G. Mancini";"11626";"1996-04-17";"Roma";"142";"ITA - Serie A";"5";"2025/2026";"129";"CB";"Central Defender";"97.79";"8";"0";"9968.62";"101.94";"1208.12";"456.5";"40.25";"129.75";"7.75";"586.25";"48.0";"28.57";"29.56";"101.88";"4.62";"82.0";"12.88";"3.5";"0.72";"0.87";"0.38";"null";"null";"24.5";"2.05";"2.89";"9174.36";"101.94";"1111.87";"420.13";"37.04";"119.41";"7.13";"539.54";"44.18";"93.76";"4.26";"75.47";"11.85";"3.22";"0.35";"22.55"
"Gianluca Mancini";"G. Mancini";"11626";"1996-04-17";"Roma";"142";"ITA - Serie A";"5";"2025/2026";"129";"RCB";"Central Defender";"96.01";"15";"0";"10683.87";"111.28";"1458.0";"656.47";"59.0";"216.2";"11.87";"872.67";"70.87";"28.44";"28.96";"115.67";"5.6";"90.8";"17.13";"3.8";"0.68";"0.76";"1.27";"1.36";"1.58";"34.0";"1.91";"2.68";"10015.08";"111.28";"1366.73";"615.37";"55.31";"202.67";"11.12";"818.04";"66.43";"108.43";"5.25";"85.12";"16.06";"3.56";"1.19";"31.87"
"Jules Koundé";"J. Koundé";"11630";"1998-11-12";"FC Barcelona";"264";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"97.14";"16";"0";"10766.62";"110.84";"1551.62";"705.94";"71.69";"290.81";"16.0";"996.75";"87.69";"29.97";"31.08";"138.75";"12.25";"112.31";"25.44";"8.88";"0.6";"0.6";"3.06";"1.22";"1.23";"45.38";"2.07";"2.57";"9975.62";"110.84";"1437.63";"654.07";"66.42";"269.45";"14.82";"923.52";"81.25";"128.56";"11.35";"104.06";"23.57";"8.22";"2.84";"42.04"
"Ethan Ampadu";"E. Ampadu";"11632";"2000-09-14";"Leeds United";"787";"ENG - Premier League";"1";"2025/2026";"129";"DM";"Midfield";"97.36";"18";"0";"11653.22";"119.7";"1903.33";"555.94";"48.72";"145.39";"7.28";"701.33";"56.0";"28.8";"30.36";"116.17";"4.11";"97.0";"13.11";"2.61";"0.69";"0.8";"0.44";"1.53";"null";"36.06";"1.97";"2.82";"10772.58";"119.7";"1759.5";"513.93";"45.04";"134.4";"6.73";"648.33";"51.77";"107.39";"3.8";"89.67";"12.12";"2.41";"0.41";"33.33"
"Emerson Palmieri dos Santos";"Emerson Palmieri";"11633";"1994-08-03";"Olympique de Marseille";"80";"FRA - Ligue 1";"3";"2025/2026";"129";"LB";"Full Back";"93.47";"8";"0";"10116.5";"108.23";"1462.0";"641.88";"57.62";"197.62";"11.0";"839.5";"68.62";"28.96";"29.54";"105.38";"7.0";"88.38";"17.88";"4.75";"0.7";"0.82";"1.75";"1.27";"1.43";"34.38";"1.91";"2.71";"9740.41";"108.23";"1407.65";"618.01";"55.48";"190.28";"10.59";"808.29";"66.07";"101.46";"6.74";"85.09";"17.21";"4.57";"1.68";"33.1"
"Max Clark";"M. Clark";"11635";"1996-01-19";"Gillingham FC";"1722";"ENG - League Two";"204";"2025/2026";"129";"LB";"Full Back";"97.92";"18";"0";"10410.22";"106.32";"1403.67";"555.78";"49.44";"132.17";"7.22";"687.94";"56.67";"28.22";"29.96";"116.11";"7.67";"93.72";"16.39";"4.39";"0.69";"0.72";"1.0";"1.3";"1.48";"27.44";"2.04";"2.67";"9568.64";"106.32";"1290.19";"510.85";"45.45";"121.48";"6.64";"632.33";"52.09";"106.72";"7.05";"86.15";"15.06";"4.03";"0.92";"25.23"
"Harry Wilson";"H. Wilson";"11638";"1997-03-22";"Fulham";"48";"ENG - Premier League";"1";"2025/2026";"129";"RW";"Wide Attacker";"89.34";"18";"0";"9847.33";"110.22";"1471.06";"654.22";"63.39";"244.89";"14.06";"899.11";"77.44";"29.93";"31.38";"112.33";"7.33";"93.22";"20.89";"5.67";"0.63";"0.68";"1.89";"1.26";"1.36";"37.5";"2.03";"2.86";"9919.9";"110.22";"1481.9";"659.04";"63.86";"246.69";"14.16";"905.74";"78.02";"113.16";"7.39";"93.91";"21.04";"5.71";"1.9";"37.78"
"Scott McTominay";"S. McTominay";"11639";"1996-12-08";"Napoli";"143";"ITA - Serie A";"5";"2025/2026";"129";"LM";"Midfield";"97.55";"16";"0";"12226.75";"125.34";"2061.88";"547.56";"45.94";"137.12";"6.94";"684.69";"52.88";"27.77";"29.08";"106.19";"2.94";"94.12";"9.44";"1.94";"0.7";"0.75";"0.38";"1.37";"1.5";"29.75";"1.82";"2.88";"11280.21";"125.34";"1902.25";"505.17";"42.38";"126.51";"6.4";"631.68";"48.78";"97.97";"2.71";"86.84";"8.71";"1.79";"0.35";"27.45"
"Romain Perraud";"R. Perraud";"11651";"1997-09-22";"LOSC Lille";"78";"FRA - Ligue 1";"3";"2025/2026";"129";"LB";"Full Back";"94.16";"16";"0";"11049.12";"117.34";"1682.88";"749.69";"70.69";"283.19";"15.44";"1032.88";"86.12";"29.76";"30.8";"115.81";"7.12";"94.94";"18.38";"5.25";"0.64";"0.69";"1.81";"1.28";"1.43";"53.56";"1.86";"2.51";"10560.81";"117.34";"1608.5";"716.56";"67.56";"270.67";"14.76";"987.23";"82.32";"110.69";"6.81";"90.74";"17.56";"5.02";"1.73";"51.2"
